Timestamp,Age,Gender,Living Area,Class,Household Size,To what extent are your Parents involved in your education,Are your Parents literate,What is the highest level of education of your Father,What is the highest level of education of your Mother,Who is more likely to help with your homework,How likely is your Mother to help with your homework,How likely is your Father to help with your homework,How far is your school from your home,What transportation type do you get to school with,Are there famous landmarks where you live,Is the road to your home tarred,Do you have three-square meals every day,How often do you eat vegetables and fruits in your home,How often do you take vitamins,Can you say that you eat balanced diet at home,Do you take breakfast before school,Do you take food/lunch to school,What is your attendance percentage for the last school year/session,How many hours do you spend studying everyday,How many hours do you sleep everyday,How often do you exercise,What after school activities do you engage in? (Tick all that apply.),Do you engage or participate in any extracurricular activities in school,"Are you a part of any club in school? (School clubs like Jet, Press, Red Cross etc.)",Do you participate in debates and school intellectual competitions,Do you participate in sporting activities in school,"Do you have a personal smartphone or device such as laptop, tablet etc.?",Do you have access to Internet services,What is your current exams grade score,Is your academic performance balanced,What is your current position in the overall grade at school
14/05/2025 13:23:03,10 - 15 Years,Female,Urban,SS 1,4,Very Involved,Yes,Masters Degree,Masters Degree,Mother,Very Likely,Very Likely,Not Far,Trekking,Yes,No,Yes,Often,Not Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,No,No,65 & Above,Yes,Top 5
14/05/2025 13:25:45,10 - 15 Years,Male,Urban,SS1,5,Very Involved,Yes,University Or Polytechnic Degree,Masters Degree,Mother,Very Likely,Likely,Not Far,Trekking,Yes,No,Yes,Not Often,Not Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Reading, Sleeping",Yes,Yes,No,Yes,No,No,65 & Above,Yes,Top 5
14/05/2025 13:25:58,10 - 15 Years,Female,Rural,SS 2,4,Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,Father,Likely,Very Likely,Far,Trekking,No,No,Yes,Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,6 - 7Hrs,Often,"After School Lessons, Playing, Reading",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 3
14/05/2025 13:27:51,15 - 20 Years,Female,Urban,SS2,3,Very Involved,Yes,Waec/Ssce,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,Yes,Often,Often,Yes,No,Yes,40 - 60 %,Below 1Hr,7 - 8Hrs,Not Often,"After School Lessons, Sleeping",No,Yes,No,No,Yes,Yes,Between 55 - 65 %,Yes,Top 5
14/05/2025 13:27:58,10 - 15 Years,Male,Urban,SS 1,3,Very Involved,Yes,Masters Degree,University Or Polytechnic Degree,Mother,Very Likely,Very Likely,Not Far,Private Transportation (Parents Car/Vehicle),Yes,No,Yes,Often,Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Reading, Sleeping",Yes,Yes,No,Yes,Yes,Yes,65 & Above,Yes,Top 5
14/05/2025 13:30:04,10 - 15 Years,Male,Urban,SS 1,6,Very Involved,Yes,Masters Degree,Masters Degree,Mother,Very Likely,Very Likely,Not Far,Private Transportation (Parents Car/Vehicle),Yes,No,Yes,Often,Not Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Playing, Reading, Sleeping",Yes,Yes,No,Yes,No,No,65 & Above,Yes,Top 10
14/05/2025 13:32:07,10 - 15 Years,Female,Urban,SS2,5,Very Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Likely,Not Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,No,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Very Often,House Chores,Yes,Yes,Yes,Yes,No,Yes,65 & Above,No,Top 5
14/05/2025 13:32:26,10 - 15 Years,Female,Urban,SS1,4,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Mother,Very Likely,Likely,Not Far,Trekking,Yes,No,Yes,Not Often,Not Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Playing, Reading, Sleeping",Yes,Yes,No,Yes,No,No,65 & Above,Yes,Top 10
14/05/2025 13:33:47,15 - 20 Years,Male,Rural,SS 2,7,Not At All Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Very Far,Trekking,No,No,No,Often,Not Often,No,Yes,No,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Hawking/Trading, Playing, Sleeping",No,No,No,Yes,No,No,Between 55 - 65 %,No,Top 10
14/05/2025 13:35:10,10 - 15 Years,Female,Urban,SS1,5,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Not Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,No,Not Often,Not Often,Yes,No,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"After School Lessons, Reading, Sleeping",Yes,Yes,No,Yes,No,No,65 & Above,Yes,Top 10
14/05/2025 13:38:08,15 - 20 Years,Female,Urban,SS2,7,Involved,Yes,Waec/Ssce,Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,Yes,Not Often,Not Often,Yes,No,Yes,60 & Above,Below 1Hr,6 - 7Hrs,Not Often,"Playing, Reading",No,Yes,No,Yes,No,Yes,Between 55 - 65 %,No,Top 10
14/05/2025 13:38:13,15 - 20 Years,Male,Rural,SS 3,6,Not At All Involved,No,Informal Education (Vocational Training),Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Below 1Hr,4 - 5Hrs,Not Often,"Hawking/Trading, Learning Tailoring, Playing",No,Yes,Yes,No,No,No,65 & Above,Yes,Top 5
14/05/2025 13:38:43,10 - 15 Years,Female,Urban,SS 1,5,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Mother,Very Likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Not Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Playing, Reading, Sleeping",Yes,Yes,No,Yes,No,No,65 & Above,Yes,Top 10
14/05/2025 13:41:15,15 - 20 Years,Female,Rural,SS 1,5,Not At All Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Father,Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,Yes,Yes,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Playing, Reading, Sleeping",Yes,No,No,Yes,No,No,Between 55 - 65 %,No,Top 10
14/05/2025 13:42:41,10 - 15 Years,Female,Urban,SS2,6,Very Involved,Yes,Waec/Ssce,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,40 - 60 %,Below 1Hr,4 - 5Hrs,Not Often,"Playing, Reading, Sleeping",No,Yes,Yes,No,Yes,Yes,Between 55 - 65 %,No,Top 10
14/05/2025 13:44:12,10 - 15 Years,Male,Rural,SS1,5,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Father,Likely,Very Likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Not Often,No,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,No,No,65 & Above,Yes,Top 5
14/05/2025 13:46:38,15 - 20 Years,Male,Urban,SS2,5,Very Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & Above,Below 1Hr,4 - 5Hrs,Not Often,Surfing The Web,No,Yes,No,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 5
14/05/2025 13:46:40,10 - 15 Years,Male,Rural,SS1,4,Involved,Yes,Masters Degree,University Or Polytechnic Degree,Mother,Very Likely,Not Likely,Very Far,Private Transportation (Parents Car/Vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,6 - 7Hrs,Very Often,Reading,Yes,Yes,Yes,Yes,No,No,65 & Above,Yes,Top 3
14/05/2025 13:48:52,10 - 15 Years,Female,Rural,SS1,7,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Father,Likely,Very Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Not Often,Not Often,No,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Playing, Reading",Yes,Yes,Yes,Yes,Yes,No,65 & Above,Yes,Top 3
14/05/2025 13:49:07,10 - 15 Years,Male,Urban,SS2,6,Very Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,Yes,No,60 & Above,Below 1Hr,6 - 7Hrs,Not Often,Play Musical Instruments,No,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 13:51:41,15 - 20 Years,Male,Rural,SS3,6,Involved,Yes,Masters Degree,Masters Degree,Father,Not Likely,Very Likely,Not Far,Trekking,Yes,No,Yes,Not Often,Not Often,Yes,Yes,Yes,40 - 60 %,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"After School Lessons, Reading",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 13:53:34,10 - 15 Years,Female,Rural,SS 1,5,Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,Father,Likely,Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,No,Not Often,Not Often,No,Yes,No,60 & Above,3Hrs & Above,7 - 8Hrs,Not Often,"After School Lessons, Playing, Reading",Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 10
14/05/2025 13:56:43,10 - 15 Years,Male,Urban,SS2,6,Very Involved,Yes,Phd,Masters Degree,Mother,Very Likely,Likely,Not Far,Private Transportation (Parents Car/Vehicle),Yes,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,Reading,Yes,Yes,Yes,No,Yes,Yes,65 & Above,Yes,Top 3
14/05/2025 13:59:57,10 - 15 Years,Female,Urban,SS2,5,Very Involved,Yes,Masters Degree,University Or Polytechnic Degree,Mother,Very Likely,Not Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,Reading,Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 10
14/05/2025 14:04:48,15 - 20 Years,Female,Urban,SS3,7,Not At All Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,Yes,10 - 40 %,Below 1Hr,6 - 7Hrs,Not Often,"Hawking/Trading, Playing",Yes,No,No,Yes,No,No,Below 40 %,No,Top 10
14/05/2025 14:07:34,10 - 15 Years,Male,Urban,SS1,7,Not At All Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,Yes,No,10 - 40 %,Below 1Hr,4 - 5Hrs,Not Often,"Hawking/Trading, Playing, Sleeping",No,No,No,No,No,No,Below 40 %,No,Top 10
14/05/2025 14:10:19,15 - 20 Years,Female,Semi-Urban,SS3,6,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Mother,Likely,Not Likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Often,No,Yes,No,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Playing, Reading",Yes,No,Yes,Yes,No,No,Between 45 - 55 %,Yes,Top 10
14/05/2025 14:20:30,10 - 15 Years,Male,Rural,SS 1,4,Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,Mother,Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Hawking/Trading, Reading, Sleeping",Yes,Yes,Yes,Yes,No,No,65 & Above,No,Top 10
14/05/2025 14:23:30,15 - 20 Years,Female,Rural,SS 1,9,Not At All Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Mother,Likely,Not Likely,Very Far,Trekking,No,No,Yes,Not Often,Not Often,No,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Playing, Reading, Sleeping",No,No,No,Yes,No,No,Below 40 %,No,Top 10
14/05/2025 14:53:32,10 - 15 Years,Female,Urban,SS3,5,Very Involved,Yes,Phd,Masters Degree,Father,Likely,Very Likely,Very Far,Private Transportation (Parents Car/Vehicle),Yes,No,No,Often,Not Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Often,Reading,Yes,Yes,Yes,No,Yes,Yes,65 & Above,Yes,Top 3
14/05/2025 14:55:59,10 - 15 Years,Female,Urban,SS3,9,Involved,No,University Or Polytechnic Degree,Informal Education (Vocational Training),Father,Likely,Very Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,No,No,Often,Often,No,Yes,Yes,40 - 60 %,Below 1Hr,6 - 7Hrs,Not Often,Hawking/Trading,Yes,Yes,Yes,Yes,No,No,Between 45 - 55 %,No,Top 10
14/05/2025 14:59:18,10 - 15 Years,Male,Semi-Urban,SS3,8,Not At All Involved,No,Waec/Ssce,Informal Education (Vocational Training),Father,Likely,Likely,Far,Trekking,No,No,No,Not Often,Not Often,No,No,Yes,40 - 60 %,Below 1Hr,4 - 5Hrs,Not Often,"Playing, Sleeping",Yes,No,Yes,No,No,No,Below 40 %,No,Top 10
14/05/2025 15:05:45,15 - 20 Years,Male,Semi-Urban,SS1,10,Involved,Yes,University Or Polytechnic Degree,Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,Trekking,Yes,Yes,No,Not Often,Often,No,Yes,No,40 - 60 %,Below 1Hr,6 - 7Hrs,Not Often,Hawking/Trading,Yes,No,Yes,Yes,Yes,Yes,Between 55 - 65 %,No,Top 10
14/05/2025 15:08:43,15 - 20 Years,Female,Rural,SS3,6,Involved,Yes,Masters Degree,Waec/Ssce,Mother,Likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"After School Lessons, Playing, Reading",Yes,No,Yes,No,Yes,Yes,Between 55 - 65 %,No,Top 5
14/05/2025 15:10:51,10 - 15 Years,Male,Urban,SS1,9,Very Involved,Yes,Phd,Masters Degree,Mother,Likely,Likely,Not Far,Private Transportation (Parents Car/Vehicle),Yes,Yes,Yes,Often,Not Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Very Often,"Reading, Sleeping",Yes,Yes,Yes,Yes,No,No,65 & Above,Yes,Top 3
14/05/2025 18:19:22,15 - 20 Years,Male,Rural,SS 2,6,Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,Mother,Very Likely,Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,Yes,Not Often,Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"After School Lessons, Playing, Reading, Sleeping",Yes,Yes,No,No,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 18:32:47,15 - 20 Years,Female,Rural,SS 1,8,Not At All Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Far,Trekking,No,Yes,No,Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,6 - 7Hrs,Often,"After School Lessons, Hawking/Trading, Reading",No,Yes,Yes,Yes,No,No,Between 55 - 65 %,No,Top 10
14/05/2025 18:52:04,10 - 15 Years,Female,Rural,SS 2,6,Involved,No,Informal Education (Vocational Training),Waec/Ssce,Mother,Likely,Not Likely,Not Far,Trekking,No,Yes,Yes,Often,Not Often,No,Yes,No,40 - 60 %,Below 1Hr,7 - 8Hrs,Not Often,"Hawking/Trading, Playing, Reading",No,Yes,No,Yes,No,No,Between 55 - 65 %,Yes,Top 10
14/05/2025 19:14:13,15 - 20 Years,Male,Rural,SS 1,5,Involved,Yes,Waec/Ssce,University Or Polytechnic Degree,Father,Likely,Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,No,Not Often,Often,Yes,No,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Often,"After School Lessons, Hawking/Trading, Playing",Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,No,Top 10
14/05/2025 21:02:52,15 - 20 Years,Female,Semi-Urban,SS 2,7,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Father,Likely,Very Likely,Very Far,Private Transportation (Parents Car/Vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,6 - 7Hrs,Often,"After School Lessons, Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
14/05/2025 21:10:24,10 - 15 Years,Female,Urban,SS1,5,Involved,Yes,Masters Degree,Masters Degree,Mother,Very Likely,Likely,Far,Private Transportation (Parents Car/Vehicle),Yes,Yes,Yes,Very Often,Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Often,"Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
14/05/2025 21:20:49,15 - 20 Years,Male,Semi-Urban,SS2,4,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Mother,Very Likely,Not Likely,Not Far,Trekking,No,No,Yes,Often,Not Often,No,No,No,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"After School Lessons, Reading",Yes,Yes,Yes,No,No,Yes,65 & Above,Yes,Top 5
14/05/2025 21:30:15,15 - 20 Years,Female,Rural,SS1,6,Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,Father,Not Likely,Very Likely,Not Far,Trekking,No,No,No,Very Often,Not Often,No,No,No,60 & Above,Below 1Hr,4 - 5Hrs,Not Often,Hawking/Trading,Yes,Yes,Yes,Yes,No,No,65 & Above,Yes,Top 3
14/05/2025 22:23:17,10 - 15 Years,Male,Semi-Urban,SS1,6,Involved,Yes,University Or Polytechnic Degree,Masters Degree,Mother,Likely,Likely,Not Far,Trekking,No,No,No,Often,Often,No,Yes,No,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Playing, Reading, Sleeping",No,No,No,No,No,No,Between 55 - 65 %,No,Top 5
14/05/2025 22:27:54,15 - 20 Years,Male,Semi-Urban,SS3,5,Involved,Yes,Masters Degree,University Or Polytechnic Degree,Mother,Likely,Not Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,No,Often,Often,No,Yes,No,40 - 60 %,Below 1Hr,4 - 5Hrs,Not Often,"Playing, Reading",Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 10
15/05/2025 09:44:24,15 - 20 Years,Female,Urban,SS1,8,Involved,Yes,Masters Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,Trekking,No,No,Yes,Not Often,Not Often,No,Yes,Yes,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Hawking/Trading, Reading, Sleeping",Yes,No,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 10
15/05/2025 10:24:09,10 - 15 Years,Male,Rural,SS2,4,Involved,Yes,Waec/Ssce,Waec/Ssce,Father,Not Likely,Likely,Not Far,Trekking,No,No,No,Often,Not Often,No,No,No,40 - 60 %,Below 1Hr,4 - 5Hrs,Not Often,Hawking/Trading,No,No,No,Yes,No,No,Between 55 - 65 %,No,Top 10
15/05/2025 11:00:59,15 - 20 Years,Female,Rural,SS2,5,Not At All Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Mother,Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,Yes,10 - 40 %,Below 1Hr,6 - 7Hrs,Not Often,Reading,Yes,No,Yes,Yes,Yes,Yes,Below 40 %,No,Top 10
15/05/2025 11:03:02,10 - 15 Years,Male,Urban,SS1,8,Not At All Involved,No,Waec/Ssce,Informal Education (Vocational Training),Father,Very Likely,Very Likely,Very Far,Trekking,No,Yes,No,Not Often,Not Often,No,Yes,No,10 - 40 %,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,Playing,No,No,No,Yes,No,No,Below 40 %,No,Top 10
15/05/2025 11:05:28,10 - 15 Years,Female,Semi-Urban,SS1,8,Involved,No,Informal Education (Vocational Training),Waec/Ssce,Mother,Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,40 - 60 %,Below 1Hr,6 - 7Hrs,Not Often,"After School Lessons, Reading",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 5
15/05/2025 11:12:34,15 - 20 Years,Male,Urban,SS3,9,Very Involved,Yes,Masters Degree,Masters Degree,Mother,Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,No,60 & Above,3Hrs & Above,4 - 5Hrs,Often,Reading,Yes,No,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 3
15/05/2025 11:18:51,10 - 15 Years,Male,Urban,SS1,8,Very Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Father,Likely,Likely,Far,Trekking,Yes,Yes,No,Not Often,Not Often,No,Yes,Yes,40 - 60 %,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,Reading,Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,No,Top 10
15/05/2025 11:24:01,15 - 20 Years,Female,Rural,SS3,6,Not At All Involved,No,Waec/Ssce,Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Below 1Hr,4 - 5Hrs,Not Often,Hawking/Trading,Yes,No,Yes,No,No,No,Between 55 - 65 %,Yes,Top 3
15/05/2025 11:29:05,10 - 15 Years,Male,Semi-Urban,SS1,9,Involved,Yes,Masters Degree,University Or Polytechnic Degree,Father,Likely,Very Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Not Often,Often,Yes,Yes,No,60 & Above,3Hrs & Above,7 - 8Hrs,Not Often,"After School Lessons, Reading",Yes,Yes,Yes,Yes,No,No,65 & Above,Yes,Top 3
15/05/2025 11:35:01,5 - 10 Years,Male,Rural,SS2,5,Involved,No,Waec/Ssce,Informal Education (Vocational Training),Father,Likely,Likely,Far,Trekking,No,No,No,Not Often,Often,No,No,Yes,40 - 60 %,Between 1Hr - 3Hrs,7 - 8Hrs,Very Often,"After School Lessons, Playing, Reading, Sleeping",Yes,No,Yes,Yes,Yes,Yes,Between 55 - 65 %,No,Top 10
15/05/2025 11:41:13,15 - 20 Years,Male,Rural,SS2,4,Very Involved,Yes,Phd,Phd,Father,Likely,Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Very Often,Very Often,No,Yes,No,60 & Above,3Hrs & Above,6 - 7Hrs,Not Often,"After School Lessons, Reading",Yes,Yes,Yes,Yes,No,Yes,65 & Above,Yes,Top 3
15/05/2025 11:50:30,15 - 20 Years,Female,Semi-Urban,SS2,8,Involved,Yes,Masters Degree,Phd,Father,Likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Often,Yes,Yes,Yes,40 - 60 %,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,Playing,Yes,Yes,No,No,No,No,Between 55 - 65 %,Yes,Top 5
15/05/2025 12:51:30,15 - 20 Years,Female,Rural,SS3,5,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Father,Likely,Likely,Not Far,Trekking,No,Yes,Yes,Not Often,Not Often,Yes,No,Yes,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Often,"After School Lessons, Playing, Reading",Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 10
15/05/2025 16:39:33,10 - 15 Years,Male,Urban,SS2,7,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Father,Likely,Very Likely,Far,Trekking,Yes,Yes,No,Often,Not Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,6 - 7Hrs,Not Often,"Playing, Reading",Yes,Yes,Yes,Yes,Yes,Yes,65 & Above,Yes,Top 3
15/05/2025 21:23:48,15 - 20 Years,Female,Urban,SS3,6,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Mother,Very Likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Often,Not Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"After School Lessons, Playing, Reading",Yes,Yes,No,No,No,No,65 & Above,Yes,Top 10
15/05/2025 22:52:30,15 - 20 Years,Male,Urban,SS3,5,Involved,Yes,University Or Polytechnic Degree,Masters Degree,Mother,Very Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Often,Not Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"After School Lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,No,65 & Above,Yes,Top 10
15/05/2025 22:55:01,10 - 15 Years,Male,Urban,SS1,3,Very Involved,Yes,Masters Degree,Masters Degree,Father,Very Likely,Very Likely,Not Far,Private Transportation (Parents Car/Vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Playing, Reading, Sleeping",Yes,Yes,No,Yes,Yes,Yes,65 & Above,Yes,Top 5
16/05/2025 09:20:18,10 - 15 Years,Male,Urban,SS1,4,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Father,Likely,Very Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,No,Yes,Often,Not Often,Yes,Yes,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Not Often,"Playing, Reading, Sleeping",No,Yes,No,Yes,No,No,65 & Above,Yes,Top 10
