Timestamp,Age,Gender,Living Area,Class,Household Size,Parent Involvement,Literate Parents,Qualification - Father,Qualification - Mother,Homework Assistance,Homework Assistance - Mother,Homework Assistance - Father,School Distance,Transportation,Famous Landmarks,Tarred Road,Meals (3-Square),Veggies & Fruits,Vitamins,Balanced Diet,Breakfast,Lunch,Attendance,Study Hours,Sleep Hours,Exercise,After-School Activities,Extracurricular Activities,School Club,Intellectual Competitions,Sporting Activities,Gadgets,Internet,Grade,Academic Balance,Position
13/05/2025 19:39,10 - 15 Years,Female,Urban,SS2,Big,Not At All Involved,No,Informal Education (Vocational Training),Waec/Ssce,Father,Not Likely,Not Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,No,Not Often,Very Often,Yes,Yes,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Not Often,"After School Lessons, Reading",No,Yes,Yes,Yes,No,Yes,65 & Above,Yes,Top 10
14/05/2025 11:55,15 - 20 Years,Female,Semi-Urban,SS3,4,Very Involved,No,Informal Education (Vocational Training),University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Very Likely,Not Likely,Not Far,Trekking,No,Yes,Yes,Often,Not Often,No,Yes,Yes,40 - 60 %,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Hawking/Trading, Playing, Reading",Yes,No,Yes,Yes,No,Yes,Between 55 - 65 %,No,Top 3
13/06/2025 14:34,15 - 20 Years,Male,Rural,SS 3,7,Involved,No,University Or Polytechnic Degree,Informal Education (Vocational Training),Mother,Likely,Very Likely,Far,Trekking,No,Yes,Yes,Often,Often,No,No,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Playing, Sleeping",Yes,Yes,No,Yes,No,No,Between 55 - 65 %,Yes,Top 10
13/06/2025 13:24,15 - 20 Years,Female,Semi-Urban,SS 2,Small,Very Involved,Yes,Informal Education (Vocational Training),Masters Degree,Mother,Not Likely,Very Likely,Far,Trekking,No,No,Yes,Very Often,Often,No,Yes,No,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Very Often,Helping My Parents At The Shop,No,No,No,Yes,No,Yes,65 & Above,No,Top 5
13/05/2025 19:34,10 - 15 Years,Male,Semi-Urban,SS 2,5,Very Involved,Yes,Waec/Ssce,Informal Education (Vocational Training),Mother,Likely,Not Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Not Often,Often,Yes,Yes,Yes,60 & Above,Below 1Hr,6 - 7Hrs,Often,Reading,Yes,Yes,Yes,Yes,Yes,No,Between 45 - 55 %,Yes,Top 5
14/05/2025 11:51,10 - 15 Years,Male,Urban,EMPLOYEE,6,Involved,Yes,Waec/Ssce,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Often,Yes,Yes,No,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Hawking/Trading, Reading",No,Yes,Yes,No,No,Yes,Between 45 - 55 %,No,Top 10
14/05/2025 12:07,15 - 20 Years,Female,Rural,SS 2,5,Very Involved,Yes,Masters Degree,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Far,Trekking,Yes,No,No,Very Often,Often,No,Yes,Yes,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"After School Lessons, Playing, Reading",Yes,Yes,No,Yes,Yes,Yes,Between 55 - 65 %,No,Top 5
06/06/2025 17:50,10 - 15 Years,Female,Rural,SS2,4,Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Very Likely,Far,Trekking,No,No,Yes,Very Often,Often,Yes,No,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Often,Sleeping,Yes,No,No,Yes,No,No,Between 55 - 65 %,No,Top 10
13/06/2025 14:34,10 - 15 Years,Female,Urban,SS 3,5,Involved,Yes,Waec/Ssce,Waec/Ssce,Father,Likely,Not Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,Yes,Often,Often,Yes,Yes,No,60 & Above,3Hrs & Above,7 - 8Hrs,Not Often,"Playing, Reading, Sleeping",No,No,Yes,Yes,No,Yes,65 & Above,Yes,Top 10
06/06/2025 18:49,15 - 20 Years,Male,Urban,SS 2,4,Not At All Involved,No,University Or Polytechnic Degree,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Likely,Very Far,Trekking,No,No,No,Often,Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,4 - 5Hrs,Often,"Hawking/Trading, Playing, Reading",Yes,Yes,Yes,Yes,No,Yes,65 & Above,Yes,Top 5
06/06/2025 12:14,15 - 20 Years,Female,Rural,SS 2,5,Involved,Yes,Informal Education (Vocational Training),University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Not Likely,Not Far,Trekking,No,Yes,Yes,Often,Often,Yes,Yes,Yes,40 - 60 %,3Hrs & Above,6 - 7Hrs,Not Often,"After School Lessons, Playing, Reading, Sleeping",Yes,No,No,Yes,Yes,No,Between 45 - 55 %,No,Top 3
06/06/2025 13:07,15 - 20 Years,Male,Semi-Urban,SS 2,3,Very Involved,No,University Or Polytechnic Degree,Masters Degree,Father,Likely,Not Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,Yes,Often,Not Often,Yes,Yes,Yes,40 - 60 %,Below 1Hr,7 - 8Hrs,Often,"After School Lessons, Playing, Reading, Sleeping",No,Yes,Yes,No,No,Yes,Between 55 - 65 %,No,Top 10
14/05/2025 11:38,15 - 20 Years,Male,Urban,SS 1,6,Involved,No,University Or Polytechnic Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Very Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Not Often,Often,Yes,Yes,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Not Often,"After School Lessons, Playing, Reading, Sleeping",Yes,No,No,Yes,Yes,No,65 & Above,Yes,Top 3
09/06/2025 09:52,10 - 15 Years,Male,Semi-Urban,SS 2,6,Not At All Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Mother,Very Likely,Very Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,No,No,Not Often,Very Often,Yes,Yes,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Often,"After School Lessons, Reading, Sleeping",Yes,Yes,Yes,No,Yes,Yes,Between 45 - 55 %,Yes,Top 10
14/05/2025 10:48,10 - 15 Years,Male,Urban,SS 2,4,Involved,Yes,Phd,University Or Polytechnic Degree,Mother,Likely,Likely,Not Far,Private Transportation (Parents Car/Vehicle),No,Yes,No,Often,Not Often,Yes,Yes,Yes,60 & Above,Below 1Hr,4 - 5Hrs,Not Often,"Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,No,Yes,65 & Above,No,Top 3
14/05/2025 13:59,15 - 20 Years,Female,Urban,BASIC 5,Big,Not At All Involved,No,University Or Polytechnic Degree,Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Very Likely,Not Far,Trekking,No,Yes,No,Often,Not Often,No,No,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,Reading,No,No,Yes,Yes,No,Yes,Between 55 - 65 %,No,Top 5
13/06/2025 13:29,10 - 15 Years,Female,Rural,SS 2,5,Not At All Involved,Yes,Waec/Ssce,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Likely,Not Far,Private Transportation (Parents Car/Vehicle),No,No,Yes,Not Often,Often,No,Yes,No,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Very Often,"After School Lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 3
13/06/2025 12:59,10 - 15 Years,Male,Urban,SS 2,3,Very Involved,Yes,Informal Education (Vocational Training),Informal Education (Vocational Training),Mother,Not Likely,Not Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,Yes,Not Often,Not Often,No,No,No,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,Sleeping,Yes,Yes,No,No,Yes,Yes,Between 45 - 55 %,No,Top 10
14/05/2025 11:38,15 - 20 Years,Male,Semi-Urban,SS 2,5,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Mother,Not Likely,Not Likely,Far,Trekking,No,No,Yes,Often,Not Often,No,Yes,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Not Often,Sleeping,Yes,Yes,No,Yes,Yes,No,Between 55 - 65 %,Yes,Top 10
13/05/2025 20:58,10 - 15 Years,Female,Rural,SS 3,5,Very Involved,Yes,University Or Polytechnic Degree,Informal Education (Vocational Training),Father,Not Likely,Not Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,No,Yes,Often,Often,No,No,Yes,60 & Above,3Hrs & Above,6 - 7Hrs,Often,"After School Lessons, Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,No,Top 5
14/05/2025 11:54,15 - 20 Years,Male,Rural,SS 3,4,Involved,No,Waec/Ssce,Informal Education (Vocational Training),Father,Not Likely,Not Likely,Far,Private Transportation (Parents Car/Vehicle),No,No,No,Not Often,Often,Yes,No,No,40 - 60 %,Below 1Hr,6 - 7Hrs,Very Often,"Playing, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,No,65 & Above,No,Top 10
06/06/2025 17:01,15 - 20 Years,Male,Rural,SS2,7,Not At All Involved,No,Waec/Ssce,Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Likely,Very Far,Trekking,No,No,No,Often,Often,Yes,No,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Not Often,Reading,No,No,Yes,Yes,No,No,65 & Above,Yes,Top 10
13/06/2025 13:27,15 - 20 Years,Male,Semi-Urban,SS2,4,Not At All Involved,Yes,Waec/Ssce,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Not Likely,Far,Trekking,Yes,No,Yes,Often,Often,Yes,Yes,No,40 - 60 %,3Hrs & Above,7 - 8Hrs,Not Often,"Playing, Reading",Yes,No,No,No,No,No,65 & Above,Yes,Top 10
13/06/2025 12:46,15 - 20 Years,Male,Rural,SS 2,4,Very Involved,Yes,Phd,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Very Likely,Very Far,Trekking,No,Yes,Yes,Often,Not Often,Yes,Yes,No,60 & Above,Below 1Hr,6 - 7Hrs,Very Often,"Playing, Reading, Sleeping",No,No,No,Yes,Yes,Yes,Between 45 - 55 %,Yes,Top 10
14/05/2025 14:07,10 - 15 Years,Female,Semi-Urban,SS1,Big,Not At All Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,Father,Likely,Likely,Far,Private Transportation (Parents Car/Vehicle),No,Yes,Yes,Not Often,Often,Yes,No,No,40 - 60 %,3Hrs & Above,7 - 8Hrs,Very Often,"After School Lessons, Hawking/Trading, Playing",No,No,No,Yes,No,Yes,65 & Above,Yes,Top 5
13/05/2025 19:39,15 - 20 Years,Male,Urban,SS1,4,Involved,Yes,Informal Education (Vocational Training),Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Often,Often,No,No,No,40 - 60 %,3Hrs & Above,6 - 7Hrs,Often,"After School Lessons, Playing, Reading, Sleeping",No,Yes,Yes,Yes,Yes,No,65 & Above,Yes,Top 10
13/05/2025 20:33,15 - 20 Years,Male,Rural,BASIC 5,5,Involved,Yes,University Or Polytechnic Degree,Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Far,Trekking,No,No,Yes,Often,Not Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Not Often,"After School Lessons, Hawking/Trading, Sleeping",No,Yes,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 5
10/06/2025 00:52,10 - 15 Years,Male,Rural,SS2,Big,Very Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,Mother,Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,Yes,Often,Often,No,No,No,40 - 60 %,3Hrs & Above,7 - 8Hrs,Not Often,Reading,Yes,No,Yes,No,Yes,No,65 & Above,No,Top 3
14/05/2025 11:05,15 - 20 Years,Female,Semi-Urban,MIDDE CLASS,7,Not At All Involved,Yes,University Or Polytechnic Degree,Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Likely,Very Far,Trekking,No,Yes,Yes,Not Often,Often,Yes,No,No,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Often,"Hawking/Trading, Reading, Sleeping",Yes,Yes,No,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 3
14/05/2025 12:31,10 - 15 Years,Female,Rural,BASIC 5,Small,Very Involved,No,University Or Polytechnic Degree,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Not Likely,Not Far,Private Transportation (Parents Car/Vehicle),Yes,No,No,Not Often,Not Often,Yes,Yes,Yes,60 & Above,3Hrs & Above,7 - 8Hrs,Not Often,"Playing, Reading",No,Yes,Yes,Yes,Yes,No,65 & Above,No,Top 10
13/06/2025 15:19,10 - 15 Years,Female,Rural,SS2,Big,Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,Yes,Often,Often,No,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Playing, Reading",No,No,Yes,Yes,No,No,Between 55 - 65 %,No,Top 10
13/06/2025 14:57,15 - 20 Years,Female,Rural,SS1,3,Involved,Yes,Phd,Informal Education (Vocational Training),Mother,Very Likely,Likely,Not Far,Private Transportation (Parents Car/Vehicle),No,Yes,Yes,Often,Not Often,Yes,Yes,Yes,40 - 60 %,Between 1Hr - 3Hrs,7 - 8Hrs,Often,"Playing, Reading, Sleeping",No,No,Yes,Yes,No,Yes,Between 55 - 65 %,Yes,Top 5
14/05/2025 13:22,15 - 20 Years,Male,Rural,SS 2,3,Involved,Yes,Waec/Ssce,Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Not Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,Yes,Often,Not Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Playing, Reading",Yes,Yes,No,Yes,No,Yes,65 & Above,Yes,Top 10
14/05/2025 11:00,10 - 15 Years,Female,Rural,SS3,6,Involved,No,University Or Polytechnic Degree,Informal Education (Vocational Training),Mother,Not Likely,Very Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,Yes,Not Often,Often,Yes,No,No,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Often,Hawking/Trading,Yes,Yes,Yes,Yes,No,Yes,65 & Above,Yes,Top 3
06/06/2025 19:07,10 - 15 Years,Female,Rural,SS2,5,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Father,Likely,Not Likely,Not Far,Trekking,Yes,No,Yes,Often,Often,Yes,Yes,Yes,60 & Above,Below 1Hr,6 - 7Hrs,Often,"After School Lessons, Reading, Sleeping",No,No,Yes,Yes,Yes,No,65 & Above,No,Top 3
14/05/2025 12:45,15 - 20 Years,Female,Rural,SS2,5,Very Involved,No,Phd,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,Trekking,No,No,Yes,Very Often,Not Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"After School Lessons, Playing",No,No,Yes,Yes,No,Yes,Between 45 - 55 %,Yes,Top 10
14/05/2025 11:38,10 - 15 Years,Female,Semi-Urban,SS 1,3,Not At All Involved,No,Waec/Ssce,Informal Education (Vocational Training),Mother,Not Likely,Not Likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Often,"Hawking/Trading, Playing, Reading",No,Yes,No,Yes,No,No,Between 55 - 65 %,Yes,Top 10
06/06/2025 14:48,15 - 20 Years,Female,Urban,SS2,Small,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,Father,Not Likely,Not Likely,Not Far,Trekking,No,Yes,Yes,Not Often,Very Often,No,No,Yes,60 & Above,Below 1Hr,6 - 7Hrs,Not Often,"After School Lessons, Playing, Reading",Yes,Yes,No,No,Yes,No,65 & Above,Yes,Top 10
16/05/2025 17:48,10 - 15 Years,Male,Urban,SS 2,5,Involved,Yes,University Or Polytechnic Degree,Masters Degree,Mother,Likely,Likely,Not Far,Trekking,No,Yes,Yes,Not Often,Very Often,Yes,Yes,No,60 & Above,3Hrs & Above,7 - 8Hrs,Not Often,Playing,No,No,No,No,No,Yes,Between 55 - 65 %,Yes,Top 10
13/05/2025 20:09,15 - 20 Years,Male,Urban,SS 3,4,Not At All Involved,Yes,Masters Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Not Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,Yes,Not Often,Very Often,No,No,Yes,40 - 60 %,Below 1Hr,6 - 7Hrs,Not Often,Sleeping,Yes,Yes,No,No,Yes,Yes,Between 55 - 65 %,No,Top 10
14/05/2025 12:12,15 - 20 Years,Male,Rural,SS 3,5,Involved,Yes,Informal Education (Vocational Training),University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Not Likely,Not Far,Trekking,No,Yes,No,Often,Not Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"After School Lessons, Playing, Reading",No,Yes,Yes,Yes,No,Yes,Below 40 %,Yes,Top 10
13/06/2025 14:47,10 - 15 Years,Male,Semi-Urban,SS1,8,Involved,Yes,Waec/Ssce,Waec/Ssce,Mother,Likely,Not Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,No,No,Often,Very Often,Yes,No,Yes,40 - 60 %,Below 1Hr,6 - 7Hrs,Very Often,"Playing, Reading, Sleeping",Yes,No,Yes,Yes,No,Yes,Between 55 - 65 %,No,Top 5
14/05/2025 10:51,15 - 20 Years,Female,Urban,SS1,Big,Very Involved,Yes,Waec/Ssce,University Or Polytechnic Degree,Mother,Likely,Likely,Far,Private Transportation (Parents Car/Vehicle),No,No,No,Not Often,Often,No,No,No,60 & Above,3Hrs & Above,7 - 8Hrs,Very Often,"Playing, Reading",No,Yes,No,No,No,Yes,65 & Above,Yes,Top 10
13/06/2025 15:00,15 - 20 Years,Female,Urban,SS 2,Big,Very Involved,Yes,Waec/Ssce,Informal Education (Vocational Training),Mother,Likely,Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,Yes,Yes,Not Often,Not Often,No,No,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"Hawking/Trading, Playing, Reading",Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,No,Top 10
13/06/2025 15:03,15 - 20 Years,Male,Rural,SS 1,5,Not At All Involved,Yes,Masters Degree,Informal Education (Vocational Training),Father,Likely,Likely,Very Far,Private Transportation (Parents Car/Vehicle),No,No,No,Often,Not Often,No,Yes,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Very Often,"Playing, Reading, Sleeping",No,Yes,Yes,Yes,Yes,No,65 & Above,Yes,Top 10
13/06/2025 14:23,15 - 20 Years,Female,Semi-Urban,SS 1,5,Involved,Yes,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Very Likely,Not Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,Yes,Not Often,Very Often,Yes,Yes,Yes,10 - 40 %,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,"After School Lessons, Hawking/Trading, Playing, Reading",No,Yes,Yes,No,Yes,No,Between 55 - 65 %,No,Top 5
18/05/2025 20:00,15 - 20 Years,Male,Urban,SS 3,6,Involved,No,University Or Polytechnic Degree,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Likely,Not Far,Trekking,No,Yes,No,Often,Often,Yes,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,6 - 7Hrs,Often,"Playing, Reading",Yes,Yes,No,Yes,Yes,No,Between 55 - 65 %,Yes,Top 10
13/06/2025 14:09,10 - 15 Years,Male,Semi-Urban,SS 1,5,Involved,Yes,University Or Polytechnic Degree,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Likely,Not Far,Private Transportation (Parents Car/Vehicle),No,No,No,Often,Very Often,No,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,Reading,Yes,No,No,Yes,Yes,Yes,65 & Above,Yes,Top 10
09/06/2025 16:50,10 - 15 Years,Male,Urban,SS 1,7,Involved,Yes,Informal Education (Vocational Training),University Or Polytechnic Degree,Mother,Very Likely,Not Likely,Not Far,Trekking,Yes,Yes,Yes,Often,Often,Yes,Yes,No,60 & Above,3Hrs & Above,6 - 7Hrs,Often,Housechores,Yes,No,No,Yes,Yes,Yes,Between 45 - 55 %,Yes,Top 10
14/05/2025 22:23,10 - 15 Years,Male,Rural,MIDDLE,4,Involved,No,Waec/Ssce,Waec/Ssce,Father,Likely,Not Likely,Not Far,Trekking,Yes,No,No,Often,Very Often,No,No,Yes,40 - 60 %,Below 1Hr,7 - 8Hrs,Not Often,"Hawking/Trading, Playing, Sleeping",Yes,No,Yes,No,No,No,65 & Above,Yes,Top 10
06/06/2025 18:05,10 - 15 Years,Male,Rural,SS 1,8,Not At All Involved,No,University Or Polytechnic Degree,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,No,Yes,Often,Often,Yes,Yes,Yes,40 - 60 %,Below 1Hr,6 - 7Hrs,Often,Reading,Yes,Yes,Yes,Yes,No,No,65 & Above,No,Top 3
06/06/2025 12:14,15 - 20 Years,Female,Rural,3,3,Involved,No,Waec/Ssce,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,Trekking,No,No,No,Very Often,Often,Yes,No,Yes,60 & Above,Below 1Hr,7 - 8Hrs,Very Often,"Playing, Reading",Yes,Yes,Yes,Yes,Yes,No,65 & Above,Yes,Top 10
14/05/2025 10:47,10 - 15 Years,Female,Urban,SS 3,5,Involved,No,Phd,Informal Education (Vocational Training),Father,Likely,Very Likely,Very Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,40 - 60 %,Below 1Hr,7 - 8Hrs,Very Often,"Playing, Sleeping",No,Yes,Yes,Yes,Yes,No,Between 45 - 55 %,Yes,Top 10
14/05/2025 12:08,15 - 20 Years,Female,Rural,SS 2,Big,Involved,Yes,University Or Polytechnic Degree,Masters Degree,Mother,Not Likely,Very Likely,Not Far,Trekking,Yes,No,No,Often,Not Often,No,Yes,No,40 - 60 %,Below 1Hr,7 - 8Hrs,Not Often,Sleeping,Yes,Yes,No,Yes,Yes,No,65 & Above,Yes,Top 10
13/06/2025 13:29,15 - 20 Years,Male,Urban,SS 2,4,Not At All Involved,Yes,Informal Education (Vocational Training),Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Very Likely,Not Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,No,Very Often,Not Often,Yes,Yes,No,60 & Above,3Hrs & Above,6 - 7Hrs,Not Often,"Hawking/Trading, Sleeping",Yes,Yes,Yes,No,No,No,Between 55 - 65 %,Yes,Top 10
16/05/2025 09:57,10 - 15 Years,Male,Rural,SS1,6,Involved,Yes,University Or Polytechnic Degree,Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Very Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,Yes,Not Often,Not Often,Yes,Yes,No,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Not Often,Reading,No,No,No,Yes,No,No,Between 55 - 65 %,No,Top 3
15/05/2025 11:24,15 - 20 Years,Male,Semi-Urban,SS 2,5,Very Involved,Yes,Waec/Ssce,University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Not Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,No,Yes,Very Often,Not Often,Yes,Yes,Yes,40 - 60 %,Between 1Hr - 3Hrs,6 - 7Hrs,Not Often,"Playing, Reading, Sleeping",Yes,No,No,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 13:46,10 - 15 Years,Female,Rural,SS 3,Big,Very Involved,Yes,University Or Polytechnic Degree,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Very Likely,Not Likely,Far,"Public Transportation (Bike, Cab, Bus Etc.)",No,Yes,Yes,Not Often,Not Often,Yes,Yes,Yes,10 - 40 %,3Hrs & Above,6 - 7Hrs,Not Often,"After School Lessons, Reading, Sleeping",Yes,No,No,Yes,Yes,No,Between 55 - 65 %,Yes,Top 3
13/06/2025 14:15,15 - 20 Years,Male,Urban,SS2,5,Very Involved,Yes,Masters Degree,Informal Education (Vocational Training),Father,Not Likely,Very Likely,Not Far,Trekking,No,Yes,Yes,Often,Often,Yes,Yes,No,60 & Above,3Hrs & Above,7 - 8Hrs,Not Often,After School Lessons,Yes,No,No,No,No,Yes,Between 55 - 65 %,No,Top 10
09/06/2025 09:27,15 - 20 Years,Male,Semi-Urban,SS 2,6,Involved,Yes,Informal Education (Vocational Training),University Or Polytechnic Degree,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Far,Trekking,Yes,Yes,Yes,Often,Often,No,Yes,Yes,60 & Above,Between 1Hr - 3Hrs,7 - 8Hrs,Very Often,"Hawking/Trading, Reading, Sleeping",Yes,No,No,Yes,Yes,No,Between 45 - 55 %,Yes,Top 5
14/05/2025 14:53,15 - 20 Years,Female,Semi-Urban,SS2,4,Not At All Involved,Yes,Masters Degree,Waec/Ssce,"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Likely,Likely,Not Far,"Public Transportation (Bike, Cab, Bus Etc.)",Yes,No,No,Not Often,Often,No,Yes,Yes,60 & Above,3Hrs & Above,4 - 5Hrs,Not Often,"Hawking/Trading, Playing, Sleeping",Yes,No,Yes,Yes,Yes,No,Between 55 - 65 %,Yes,Top 5
13/05/2025 20:15,10 - 15 Years,Female,Semi-Urban,SS 2,3,Very Involved,Yes,Waec/Ssce,Informal Education (Vocational Training),"Other (Siblings, Other Family Members, Lesson Teacher Etc.)",Not Likely,Not Likely,Far,Private Transportation (Parents Car/Vehicle),No,Yes,Yes,Very Often,Not Often,No,No,Yes,60 & Above,Below 1Hr,6 - 7Hrs,Not Often,"After School Lessons, Reading",Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 5
