Timestamp,Age,Gender,Living Area,Class,Household Size,To what extent are your Parents involved in your education,Are your Parents literate,What is the highest level of education of your Father,What is the highest level of education of your Mother,Who is more likely to help with your homework,How likely is your Mother to help with your homework,How likely is your Father to help with your homework,How far is your school from your home,What transportation type do you get to school with,Are there famous landmarks where you live,Is the road to your home tarred,Do you have three-square meals every day,How often do you eat vegetables and fruits in your home,How often do you take vitamins,Can you say that you eat balanced diet at home,Do you take breakfast before school,Do you take food/lunch to school,What is your attendance percentage for the last school year/session,How many hours do you spend studying everyday,How many hours do you sleep everyday,How often do you exercise,What after school activities do you engage in? (Tick all that apply.),Do you engage or participate in any extracurricular activities in school,"Are you a part of any club in school? (School clubs like Jet, Press, Red Cross etc.)",Do you participate in debates and school intellectual competitions,Do you participate in sporting activities in school,"Do you have a personal smartphone or device such as laptop, tablet etc.?",Do you have access to Internet services,What is your current exams grade score,Is your academic performance balanced,What is your current position in the overall grade at school
14/05/2025 13:32:07,10 - 15 years,Female,Urban,Ss2 ,5,Very Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Likely,Not Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,No,Yes,60 & above,Below 1hr,7 - 8hrs,Very Often,House chores ,Yes,Yes,Yes,Yes,No,Yes,65 & above,No,Top 5
14/05/2025 13:32:26,10 - 15 years,Female,Urban,SSS1,4,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Very likely,Likely,Not Far,Trekking,Yes,No,Yes,Not Often,Not Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,"Reading, Playing, Sleeping",Yes,Yes,No,Yes,No,No,65 & above,Yes,Top 10
14/05/2025 13:33:47,15 - 20 years,Male,Rural,Sss 2,7,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Very Far,Trekking,No,No,No,Often,Not Often,No,Yes,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Playing, Sleeping, Hawking/Trading",No,No,No,Yes,No,No,Between 55 - 65 %,No,Top 10
14/05/2025 13:35:10,10 - 15 years,Female,Urban,SSS1,5,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Not likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,No,Not Often,Not Often,Yes,No,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"After school lessons, Reading, Sleeping",Yes,Yes,No,Yes,No,No,65 & above,Yes,Top 10
14/05/2025 13:38:08,15 - 20 years,Female,Urban,Ss2 ,7,Involved,Yes,WAEC/SSCE,Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,Yes,Not Often,Not Often,Yes,No,Yes,60 & above,Below 1hr,6 - 7hrs,Not Often,"Reading, Playing",No,Yes,No,Yes,No,Yes,Between 55 - 65 %,No,Top 10
14/05/2025 13:38:13,15 - 20 years,Male,Rural,SSS 3 ,6,Not at all involved,No,Informal Education (Vocational Training),WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Below 1hr,4 - 5hrs,Not Often,"Playing, Hawking/Trading, Learning tailoring ",No,Yes,Yes,No,No,No,65 & above,Yes,Top 5
14/05/2025 13:38:43,10 - 15 years,Female,Urban,SSS 1,5,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Very likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Not Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Playing, Sleeping",Yes,Yes,No,Yes,No,No,65 & above,Yes,Top 10
14/05/2025 13:41:15,15 - 20 years,Female,Rural,SSS 1 ,5,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Father,Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,Yes,Yes,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Playing, Sleeping",Yes,No,No,Yes,No,No,Between 55 - 65 %,No,Top 10
14/05/2025 13:42:41,10 - 15 years,Female,Urban,Ss2 ,6,Very Involved,Yes,WAEC/SSCE,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,40 - 60 %,Below 1hr,4 - 5hrs,Not Often,"Reading, Playing, Sleeping",No,Yes,Yes,No,Yes,Yes,Between 55 - 65 %,No,Top 10
14/05/2025 13:44:12,10 - 15 years,Male,Rural,SS1,5,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Likely,Very likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Not Often,No,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,No,No,65 & above,Yes,Top 5
14/05/2025 13:46:38,15 - 20 years,Male,Urban,Ss2 ,5,Very Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & above,Below 1hr,4 - 5hrs,Not Often,Surfing the web,No,Yes,No,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 5
14/05/2025 13:46:40,10 - 15 years,Male,Rural,SS1,4,Involved,Yes,Masters Degree,University or Polytechnic Degree,Mother,Very likely,Not likely,Very Far,Private transportation (Parents car/vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,6 - 7hrs,Very Often,Reading,Yes,Yes,Yes,Yes,No,No,65 & above,Yes,Top 3
14/05/2025 13:48:52,10 - 15 years,Female,Rural,SS1,7,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Likely,Very likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Not Often,Not Often,No,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,"Reading, Playing",Yes,Yes,Yes,Yes,Yes,No,65 & above,Yes,Top 3
14/05/2025 13:49:07,10 - 15 years,Male,Urban,Ss2,6,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Far,Trekking,No,Yes,Yes,Very Often,Very Often,Yes,Yes,No,60 & above,Below 1hr,6 - 7hrs,Not Often,Play musical instruments ,No,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 13:51:41,15 - 20 years,Male,Rural,SS3,6,Involved,Yes,Masters Degree,Masters Degree,Father,Not likely,Very likely,Not Far,Trekking,Yes,No,Yes,Not Often,Not Often,Yes,Yes,Yes,40 - 60 %,Between 1hr - 3hrs,7 - 8hrs,Not Often,"After school lessons, Reading",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 13:53:34,10 - 15 years,Female,Rural,SSS 1 ,5,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,Father,Likely,Likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,No,Not Often,Not Often,No,Yes,No,60 & above,3hrs & above,7 - 8hrs,Not Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 10
14/05/2025 13:56:43,10 - 15 years,Male,Urban,SS2,6,Very Involved,Yes,PhD,Masters Degree,Mother,Very likely,Likely,Not Far,Private transportation (Parents car/vehicle),Yes,Yes,Yes,Very Often,Very Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,Reading,Yes,Yes,Yes,No,Yes,Yes,65 & above,Yes,Top 3
14/05/2025 13:59:57,10 - 15 years,Female,Urban,SS2,5,Very Involved,Yes,Masters Degree,University or Polytechnic Degree,Mother,Very likely,Not likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,Reading,Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 10
14/05/2025 14:04:48,15 - 20 years,Female,Urban,SS3,7,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,Yes,10 - 40 %,Below 1hr,6 - 7hrs,Not Often,"Playing, Hawking/Trading",Yes,No,No,Yes,No,No,Below 40 %,No,Top 10
14/05/2025 14:07:34,10 - 15 years,Male,Urban,SS1,7,Not at all involved,Yes,University or Polytechnic Degree,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,Yes,No,10 - 40 %,Below 1hr,4 - 5hrs,Not Often,"Playing, Sleeping, Hawking/Trading",No,No,No,No,No,No,Below 40 %,No,Top 10
14/05/2025 14:10:19,15 - 20 years,Female,Semi-urban,SS3,6,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Likely,Not likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Often,No,Yes,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Playing",Yes,No,Yes,Yes,No,No,Between 45 - 55 %,Yes,Top 10
14/05/2025 14:20:30,10 - 15 years,Male,Rural,Sss 1,4,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,Mother,Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Sleeping, Hawking/Trading",Yes,Yes,Yes,Yes,No,No,65 & above,No,Top 10
14/05/2025 14:23:30,15 - 20 years,Female,Rural,SSS 1 ,9,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Mother,Likely,Not likely,Very Far,Trekking,No,No,Yes,Not Often,Not Often,No,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,"Reading, Playing, Sleeping",No,No,No,Yes,No,No,Below 40 %,No,Top 10
14/05/2025 14:53:32,10 - 15 years,Female,Urban,SS3,5,Very Involved,Yes,PhD,Masters Degree,Father,Likely,Very likely,Very Far,Private transportation (Parents car/vehicle),Yes,No,No,Often,Not Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Often,Reading,Yes,Yes,Yes,No,Yes,Yes,65 & above,Yes,Top 3
14/05/2025 14:55:59,10 - 15 years,Female,Urban,SS3,9,Involved,No,University or Polytechnic Degree,Informal Education (Vocational Training),Father,Likely,Very likely,Very Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,No,No,Often,Often,No,Yes,Yes,40 - 60 %,Below 1hr,6 - 7hrs,Not Often,Hawking/Trading,Yes,Yes,Yes,Yes,No,No,Between 45 - 55 %,No,Top 10
14/05/2025 14:59:18,10 - 15 years,Male,Semi-urban,SS3,8,Not at all involved,No,WAEC/SSCE,Informal Education (Vocational Training),Father,Likely,Likely,Far,Trekking,No,No,No,Not Often,Not Often,No,No,Yes,40 - 60 %,Below 1hr,4 - 5hrs,Not Often,"Playing, Sleeping",Yes,No,Yes,No,No,No,Below 40 %,No,Top 10
14/05/2025 15:05:45,15 - 20 years,Male,Semi-urban,SS1 ,10,Involved,Yes,University or Polytechnic Degree,Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,Yes,Yes,No,Not Often,Often,No,Yes,No,40 - 60 %,Below 1hr,6 - 7hrs,Not Often,Hawking/Trading,Yes,No,Yes,Yes,Yes,Yes,Between 55 - 65 %,No,Top 10
14/05/2025 15:08:43,15 - 20 years,Female,Rural,SS3,6,Involved,Yes,Masters Degree,WAEC/SSCE,Mother,Likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"After school lessons, Reading, Playing",Yes,No,Yes,No,Yes,Yes,Between 55 - 65 %,No,Top 5
14/05/2025 15:10:51,10 - 15 years,Male,Urban,SS1,9,Very Involved,Yes,PhD,Masters Degree,Mother,Likely,Likely,Not Far,Private transportation (Parents car/vehicle),Yes,Yes,Yes,Often,Not Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"Reading, Sleeping",Yes,Yes,Yes,Yes,No,No,65 & above,Yes,Top 3
14/05/2025 18:19:22,15 - 20 years,Male,Rural,SSS 2 ,6,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,Mother,Very likely,Likely,Very Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Not Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,"After school lessons, Reading, Playing, Sleeping",Yes,Yes,No,No,Yes,Yes,Between 55 - 65 %,Yes,Top 10
14/05/2025 18:32:47,15 - 20 years,Female,Rural,SSS 1 ,8,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Far,Trekking,No,Yes,No,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,6 - 7hrs,Often,"After school lessons, Reading, Hawking/Trading",No,Yes,Yes,Yes,No,No,Between 55 - 65 %,No,Top 10
14/05/2025 18:52:04,10 - 15 years,Female,Rural,SSS 2 ,6,Involved,No,Informal Education (Vocational Training),WAEC/SSCE,Mother,Likely,Not likely,Not Far,Trekking,No,Yes,Yes,Often,Not Often,No,Yes,No,40 - 60 %,Below 1hr,7 - 8hrs,Not Often,"Reading, Playing, Hawking/Trading",No,Yes,No,Yes,No,No,Between 55 - 65 %,Yes,Top 10
14/05/2025 19:14:13,15 - 20 years,Male,Rural,SSS 1 ,5,Involved,Yes,WAEC/SSCE,University or Polytechnic Degree,Father,Likely,Likely,Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,No,Not Often,Often,Yes,No,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Often,"After school lessons, Playing, Hawking/Trading",Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,No,Top 10
14/05/2025 21:02:52,15 - 20 years,Female,Semi-urban,SSS 2 ,7,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Likely,Very likely,Very Far,Private transportation (Parents car/vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,6 - 7hrs,Often,"After school lessons, Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
14/05/2025 21:10:24,10 - 15 years,Female,Urban,SS1,5,Involved,Yes,Masters Degree,Masters Degree,Mother,Very likely,Likely,Far,Private transportation (Parents car/vehicle),Yes,Yes,Yes,Very Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Often,"Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
14/05/2025 21:20:49,15 - 20 years,Male,Semi-urban,SS2,4,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Very likely,Not likely,Not Far,Trekking,No,No,Yes,Often,Not Often,No,No,No,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"After school lessons, Reading",Yes,Yes,Yes,No,No,Yes,65 & above,Yes,Top 5
14/05/2025 21:30:15,15 - 20 years,Female,Rural,SS1,6,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,Father,Not likely,Very likely,Not Far,Trekking,No,No,No,Very Often,Not Often,No,No,No,60 & above,Below 1hr,4 - 5hrs,Not Often,Hawking/Trading,Yes,Yes,Yes,Yes,No,No,65 & above,Yes,Top 3
14/05/2025 22:23:17,10 - 15 years,Male,Semi-urban,SS1,6,Involved,Yes,University or Polytechnic Degree,Masters Degree,Mother,Likely,Likely,Not Far,Trekking,No,No,No,Often,Often,No,Yes,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Playing, Sleeping",No,No,No,No,No,No,Between 55 - 65 %,No,Top 5
14/05/2025 22:27:54,15 - 20 years,Male,Semi-urban,SS3 ,5,Involved,Yes,Masters Degree,University or Polytechnic Degree,Mother,Likely,Not likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,No,No,Often,Often,No,Yes,No,40 - 60 %,Below 1hr,4 - 5hrs,Not Often,"Reading, Playing",Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 10
15/05/2025 09:44:24,15 - 20 years,Female,Urban,SS1,8,Involved,Yes,Masters Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,No,No,Yes,Not Often,Not Often,No,Yes,Yes,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Sleeping, Hawking/Trading",Yes,No,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 10
15/05/2025 10:24:09,10 - 15 years,Male,Rural,SS2,4,Involved,Yes,WAEC/SSCE,WAEC/SSCE,Father,Not likely,Likely,Not Far,Trekking,No,No,No,Often,Not Often,No,No,No,40 - 60 %,Below 1hr,4 - 5hrs,Not Often,Hawking/Trading,No,No,No,Yes,No,No,Between 55 - 65 %,No,Top 10
15/05/2025 11:00:59,15 - 20 years,Female,Rural,SS2,5,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Mother,Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,Yes,10 - 40 %,Below 1hr,6 - 7hrs,Not Often,Reading,Yes,No,Yes,Yes,Yes,Yes,Below 40 %,No,Top 10
15/05/2025 11:03:02,10 - 15 years,Male,Urban,SS1,8,Not at all involved,No,WAEC/SSCE,Informal Education (Vocational Training),Father,Very likely,Very likely,Very Far,Trekking,No,Yes,No,Not Often,Not Often,No,Yes,No,10 - 40 %,Between 1hr - 3hrs,7 - 8hrs,Not Often,Playing,No,No,No,Yes,No,No,Below 40 %,No,Top 10
15/05/2025 11:05:28,10 - 15 years,Female,Semi-urban,SS1,8,Involved,No,Informal Education (Vocational Training),WAEC/SSCE,Mother,Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,40 - 60 %,Below 1hr,6 - 7hrs,Not Often,"After school lessons, Reading",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 5
15/05/2025 11:12:34,15 - 20 years,Male,Urban,SS3,9,Very Involved,Yes,Masters Degree,Masters Degree,Mother,Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,No,60 & above,3hrs & above,4 - 5hrs,Often,Reading,Yes,No,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 3
15/05/2025 11:18:51,10 - 15 years,Male,Urban,SS1,8,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Likely,Likely,Far,Trekking,Yes,Yes,No,Not Often,Not Often,No,Yes,Yes,40 - 60 %,Between 1hr - 3hrs,7 - 8hrs,Not Often,Reading,Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,No,Top 10
15/05/2025 11:24:01,15 - 20 years,Female,Rural,SS3,6,Not at all involved,No,WAEC/SSCE,Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Below 1hr,4 - 5hrs,Not Often,Hawking/Trading,Yes,No,Yes,No,No,No,Between 55 - 65 %,Yes,Top 3
15/05/2025 11:29:05,10 - 15 years,Male,Semi-urban,SS1,9,Involved,Yes,Masters Degree,University or Polytechnic Degree,Father,Likely,Very likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Not Often,Often,Yes,Yes,No,60 & above,3hrs & above,7 - 8hrs,Not Often,"After school lessons, Reading",Yes,Yes,Yes,Yes,No,No,65 & above,Yes,Top 3
15/05/2025 11:35:01,5 - 10 years,Male,Rural,SS2,5,Involved,No,WAEC/SSCE,Informal Education (Vocational Training),Father,Likely,Likely,Far,Trekking,No,No,No,Not Often,Often,No,No,Yes,40 - 60 %,Between 1hr - 3hrs,7 - 8hrs,Very Often,"After school lessons, Reading, Playing, Sleeping",Yes,No,Yes,Yes,Yes,Yes,Between 55 - 65 %,No,Top 10
15/05/2025 11:41:13,15 - 20 years,Male,Rural,SS2,4,Very Involved,Yes,PhD,PhD,Father,Likely,Likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Very Often,Very Often,No,Yes,No,60 & above,3hrs & above,6 - 7hrs,Not Often,"After school lessons, Reading",Yes,Yes,Yes,Yes,No,Yes,65 & above,Yes,Top 3
15/05/2025 11:50:30,15 - 20 years,Female,Semi-urban,SS2,8,Involved,Yes,Masters Degree,PhD,Father,Likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Often,Yes,Yes,Yes,40 - 60 %,Between 1hr - 3hrs,7 - 8hrs,Not Often,Playing,Yes,Yes,No,No,No,No,Between 55 - 65 %,Yes,Top 5
15/05/2025 12:51:30,15 - 20 years,Female,Rural,SS3,5,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Likely,Likely,Not Far,Trekking,No,Yes,Yes,Not Often,Not Often,Yes,No,Yes,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,No,No,Between 55 - 65 %,Yes,Top 10
15/05/2025 16:39:33,10 - 15 years,Male,Urban,SS2,7,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Father,Likely,Very likely,Far,Trekking,Yes,Yes,No,Often,Not Often,Yes,Yes,Yes,60 & above,3hrs & above,6 - 7hrs,Not Often,"Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
15/05/2025 21:23:48,15 - 20 years,Female,Urban,SS3,6,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Very likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Often,Not Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"After school lessons, Reading, Playing",Yes,Yes,No,No,No,No,65 & above,Yes,Top 10
15/05/2025 22:52:30,15 - 20 years,Male,Urban,SS3,5,Involved,Yes,University or Polytechnic Degree,Masters Degree,Mother,Very likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Often,Not Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"After school lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,No,65 & above,Yes,Top 10
15/05/2025 22:55:01,10 - 15 years,Male,Urban,SSS1,3,Very Involved,Yes,Masters Degree,Masters Degree,Father,Very likely,Very likely,Not Far,Private transportation (Parents car/vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,"Reading, Playing, Sleeping",Yes,Yes,No,Yes,Yes,Yes,65 & above,Yes,Top 5
16/05/2025 09:20:18,10 - 15 years,Male,Urban,SSS1,4,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Likely,Very likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,No,Yes,Often,Not Often,Yes,Yes,Yes,60 & above,Below 1hr,7 - 8hrs,Not Often,"Reading, Playing, Sleeping",No,Yes,No,Yes,No,No,65 & above,Yes,Top 10
16/05/2025 09:49:59,15 - 20 years,Male,Rural,SS3,10,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Likely,Very likely,Very Far,Private transportation (Parents car/vehicle),Yes,Yes,Yes,Very Often,Very Often,Yes,Yes,No,60 & above,3hrs & above,6 - 7hrs,Very Often,Reading,Yes,Yes,Yes,No,Yes,Yes,65 & above,Yes,Top 3
16/05/2025 09:57:51,15 - 20 years,Male,Semi-urban,SS2,9,Involved,Yes,Masters Degree,University or Polytechnic Degree,Mother,Very likely,Likely,Not Far,Private transportation (Parents car/vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Often,Reading,Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
16/05/2025 17:48:01,15 - 20 years,Male,Semi-urban,SS2,8,Very Involved,Yes,PhD,PhD,Mother,Very likely,Likely,Far,Private transportation (Parents car/vehicle),Yes,Yes,Yes,Often,Often,Yes,Yes,No,60 & above,3hrs & above,7 - 8hrs,Often,Reading,Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
16/05/2025 17:50:55,10 - 15 years,Female,Rural,SS1,7,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Father,Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Often,No,Yes,No,40 - 60 %,Below 1hr,6 - 7hrs,Not Often,"Reading, Hawking/Trading",Yes,Yes,Yes,Yes,No,No,Between 45 - 55 %,No,Top 10
16/05/2025 17:54:41,10 - 15 years,Male,Urban,SS1,8,Involved,Yes,Masters Degree,WAEC/SSCE,Father,Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Often,Very Often,Yes,No,Yes,60 & above,3hrs & above,6 - 7hrs,Often,"After school lessons, Reading",Yes,No,Yes,No,Yes,Yes,65 & above,Yes,Top 3
16/05/2025 17:57:29,10 - 15 years,Female,Urban,SS1,6,Very Involved,Yes,PhD,University or Polytechnic Degree,Father,Likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Often,Often,Yes,Yes,No,60 & above,3hrs & above,7 - 8hrs,Often,Reading,Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
16/05/2025 21:55:13,15 - 20 years,Female,Rural,SS3,9,Involved,No,WAEC/SSCE,Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,Yes,Yes,40 - 60 %,3hrs & above,7 - 8hrs,Often,Reading,Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,No,Top 10
18/05/2025 18:53:03,15 - 20 years,Male,Semi-urban,SSS 1 ,3,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Likely,Likely,Not Far,Trekking,Yes,Yes,No,Not Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Not Often,"After school lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
18/05/2025 18:57:37,10 - 15 years,Male,Urban,SSS 1,6,Not at all involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Not Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,6 - 7hrs,Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
